date,description,reference_no,debit,credit,balance,mode
05-08-2022,NACH Debit - HDFC Bank Loan Repayment,EMI1202208,1500000,0,2950743144,NEFT
08-08-2022,NEFT Credit - Prestige Manufacturing,TXN1902,0,13771086,2970513188,RTGS
08-08-2022,NEFT Credit - National Traders,TXN1901,0,5998958,2956742102,RTGS
09-08-2022,RTGS Payment - Chennai Chemicals Ltd,TXN1903,8107964,0,2962405224,RTGS
09-08-2022,RTGS Payment - Tirupur Cotton Co,TXN1904,5340798,0,2957064426,RTGS
11-08-2022,RTGS Payment - Hyderabad Dye Stuff Co,TXN1905,13143747,0,2943920679,RTGS
12-08-2022,NEFT Credit - National Traders,TXN1906,0,20471151,2964391830,RTGS
16-08-2022,RTGS Payment - Tirupur Cotton Co,TXN1907,8381544,0,2956010286,RTGS
17-08-2022,NEFT Credit - Deccan Industries,TXN1908,0,8315648,2964325934,RTGS
17-08-2022,NEFT Credit - Falcon Enterprises,TXN1909,0,6809547,2971135481,RTGS
18-08-2022,RTGS Payment - Kolkata Packaging Co,TXN1910,5829671,0,2965305810,RTGS
18-08-2022,Cash Deposit - Branch Counter Mumbai,CD2022A,0,1200000,2966505810,CASH
19-08-2022,NEFT Credit - Bharat Industries Ltd,TXN1912,0,8489458,2974995268,RTGS
22-08-2022,NEFT Credit - Apex Corp,TXN1913,0,9304037,2984299305,RTGS
22-08-2022,NEFT Credit - Coastal Traders,TXN1914,0,19939816,3004239121,RTGS
22-08-2022,NEFT Credit - Diamond Exports Ltd,TXN1915,0,22275823,3026514944,RTGS
23-08-2022,RTGS Payment - Bangalore Thread Works,TXN1917,13307612,0,2995182597,RTGS
23-08-2022,RTGS Payment - Surat Fabric Traders,TXN1916,18024735,0,3008490209,RTGS
24-08-2022,NEFT Credit - Bharat Industries Ltd,TXN1918,0,14205068,3009387665,RTGS
24-08-2022,NEFT Credit - Central Trading,TXN1919,0,13967861,3023355526,RTGS
24-08-2022,NEFT Credit - Pioneer Mfg Ltd,TXN1920,0,18115991,3041471517,RTGS
25-08-2022,RTGS Payment - Pune Engineering Works,TXN1921,9939020,0,3031532497,RTGS
26-08-2022,NEFT Credit - Crown Industries,TXN1922,0,12576518,3044109015,RTGS
26-08-2022,NEFT Credit - Western Corp,TXN1923,0,5244823,3049353838,RTGS
26-08-2022,NEFT Credit - Delta Traders,TXN1924,0,20383401,3069737239,RTGS
29-08-2022,NEFT Credit - Crown Industries,TXN1925,0,18853506,3088590745,RTGS
30-08-2022,RTGS Payment - Gujarat Raw Materials Ltd,TXN1926,3474456,0,3085116289,RTGS
30-08-2022,RTGS Payment - Delhi Logistics Pvt Ltd,TXN1927,16473554,0,3068642735,RTGS
31-08-2022,NEFT Credit - Apex Corp,TXN1928,0,6389847,3075032582,RTGS
31-08-2022,NEFT Credit - Bharat Industries Ltd,TXN1929,0,20374372,3095406954,RTGS
01-09-2022,Rent Payment - Factory Premises,RNT202209,500000,0,3094906954,NEFT
02-09-2022,NEFT Credit - Eastern Exports,TXN1932,0,4736493,3122476070,NEFT
02-09-2022,NEFT Credit - Diamond Exports Ltd,TXN1931,0,22832623,3117739577,RTGS
05-09-2022,NACH Debit - HDFC Bank Loan Repayment,EMI1202209,1500000,0,3120976070,NEFT
06-09-2022,RTGS Payment - Tirupur Cotton Co,TXN1934,12110807,0,3108865263,RTGS
06-09-2022,RTGS Payment - Surat Fabric Traders,TXN1935,5678134,0,3103187129,RTGS
07-09-2022,Salary Payment - All Staff,SAL202209,3400000,0,3099787129,NEFT
07-09-2022,TDS Payment Challan 281,TDS202209,434286,0,3099352843,NEFT
08-09-2022,RTGS Payment - Hyderabad Dye Stuff Co,TXN1938,5051028,0,3094301815,RTGS
08-09-2022,RTGS Payment - Gujarat Raw Materials Ltd,TXN1939,10078523,0,3084223292,RTGS
09-09-2022,NEFT Credit - Northern Exports,TXN1940,0,14883859,3099107151,RTGS
12-09-2022,NEFT Credit - Apex Corp,TXN1941,0,20289855,3119397006,RTGS
12-09-2022,NEFT Credit - Indus Trading,TXN1942,0,9150116,3128547122,RTGS
12-09-2022,NEFT Credit - Metro Traders Pvt Ltd,TXN1943,0,11672899,3140220021,RTGS
13-09-2022,RTGS Payment - Hyderabad Dye Stuff Co,TXN1945,12750837,0,3116156773,RTGS
13-09-2022,RTGS Payment - Pune Engineering Works,TXN1944,11312411,0,3128907610,RTGS
14-09-2022,NEFT Credit - Delta Traders,TXN1946,0,15870836,3132027609,RTGS
15-09-2022,Advance Tax Payment,ADVTAX202209,1200000,0,3130827609,NEFT
16-09-2022,NEFT Credit - Prestige Manufacturing,TXN1948,0,17076024,3147903633,RTGS
16-09-2022,NEFT Credit - Coastal Traders,TXN1949,0,14713717,3162617350,RTGS
19-09-2022,NEFT Credit - Bharat Industries Ltd,TXN1950,0,5117095,3167734445,RTGS
19-09-2022,NEFT Credit - Northern Exports,TXN1951,0,14588968,3182323413,RTGS
19-09-2022,NEFT Credit - Apex Corp,TXN1952,0,14422586,3196745999,RTGS
20-09-2022,GST Payment - GSTIN MH29AA1234Z,GST202209,799096,0,3195946903,NEFT
21-09-2022,NEFT Credit - Ganges Corp,TXN1954,0,16330942,3212277845,RTGS
21-09-2022,NEFT Credit - Crown Industries,TXN1955,0,11815575,3224093420,RTGS
21-09-2022,NEFT Credit - Deccan Industries,TXN1956,0,8405691,3232499111,RTGS
22-09-2022,RTGS Payment - Punjab Suppliers Co,TXN1957,12296746,0,3220202365,RTGS
22-09-2022,RTGS Payment - Surat Fabric Traders,TXN1958,4892774,0,3215309591,RTGS
23-09-2022,NEFT Credit - Crown Industries,TXN1959,0,16511927,3231821518,RTGS
23-09-2022,NEFT Credit - Pioneer Mfg Ltd,TXN1960,0,6202698,3238024216,RTGS
26-09-2022,NEFT Credit - Eastern Exports,TXN1961,0,15999260,3254023476,RTGS
26-09-2022,NEFT Credit - Indus Trading,TXN1962,0,14381844,3268405320,RTGS
27-09-2022,RTGS Payment - Surat Fabric Traders,TXN1963,14311545,0,3254093775,RTGS
28-09-2022,Electricity Bill - MSEDCL,ELEC202209,358653,0,3253735122,NEFT
29-09-2022,RTGS Payment - Surat Fabric Traders,TXN1965,13768385,0,3239966737,RTGS
30-09-2022,NEFT Credit - National Traders,TXN1966,0,15500936,3255467673,RTGS
30-09-2022,NEFT Credit - Zenith Industries Ltd,TXN1967,0,15526758,3270994431,RTGS
03-10-2022,NEFT Credit - Sunrise Trading Co,TXN1968,0,10547113,3281541544,RTGS
03-10-2022,NEFT Credit - Silver Oak Ltd,TXN1969,0,19676544,3301218088,RTGS
04-10-2022,RTGS Payment - Chennai Chemicals Ltd,TXN1970,4827963,0,3296390125,RTGS
05-10-2022,NACH Debit - HDFC Bank Loan Repayment,EMI1202210,1500000,0,3294890125,NEFT
06-10-2022,RTGS Payment - Punjab Suppliers Co,TXN1972,7482567,0,3287407558,RTGS
07-10-2022,Salary Payment - All Staff,SAL202210,3400000,0,3284007558,NEFT
11-10-2022,RTGS Payment - Hyderabad Dye Stuff Co,TXN1974,15453131,0,3268554427,RTGS
12-10-2022,NEFT Credit - Southern Corp,TXN1975,0,21027469,3289581896,RTGS
12-10-2022,NEFT Credit - Metro Traders Pvt Ltd,TXN1976,0,14659937,3304241833,RTGS
12-10-2022,NEFT Credit - Allied Industries,TXN1977,0,7757276,3311999109,RTGS
13-10-2022,RTGS Payment - Rajasthan Textiles Supply,TXN1979,16467655,0,3290289398,RTGS
13-10-2022,RTGS Payment - Rajasthan Textiles Supply,TXN1978,5242056,0,3306757053,RTGS
14-10-2022,NEFT Credit - Coastal Traders,TXN1980,0,8914572,3299203970,RTGS
14-10-2022,NEFT Credit - Deccan Industries,TXN1981,0,18045882,3317249852,RTGS
14-10-2022,NEFT Credit - Metro Traders Pvt Ltd,TXN1982,0,17146127,3334395979,RTGS
17-10-2022,NEFT Credit - Ganges Corp,TXN1983,0,11330190,3345726169,RTGS
17-10-2022,NEFT Credit - Diamond Exports Ltd,TXN1984,0,12920594,3358646763,RTGS
18-10-2022,RTGS Payment - Chennai Chemicals Ltd,TXN1985,11479220,0,3347167543,RTGS
18-10-2022,RTGS Payment - Chennai Chemicals Ltd,TXN1986,7712009,0,3339455534,RTGS
19-10-2022,NEFT Credit - Allied Industries,TXN1987,0,9870102,3349325636,RTGS
19-10-2022,NEFT Credit - Delta Traders,TXN1988,0,22500098,3371825734,RTGS
20-10-2022,GST Payment - GSTIN MH29AA1234Z,GST202210,1161999,0,3370663735,NEFT
21-10-2022,NEFT Credit - Coastal Traders,TXN1990,0,12814690,3383478425,RTGS
21-10-2022,NEFT Credit - Coastal Traders,TXN1991,0,16173512,3399651937,RTGS
24-10-2022,NEFT Credit - Northern Exports,TXN1994,0,8003884,3435124490,RTGS
24-10-2022,NEFT Credit - Sunrise Trading Co,TXN1993,0,10060743,3427120606,RTGS
24-10-2022,NEFT Credit - National Traders,TXN1992,0,17407926,3417059863,RTGS
25-10-2022,RTGS Payment - Gujarat Raw Materials Ltd,TXN1995,13277199,0,3421847291,RTGS
25-10-2022,RTGS Payment - Pune Engineering Works,TXN1996,17185248,0,3404662043,RTGS
26-10-2022,NEFT Credit - Eastern Exports,TXN1997,0,6802340,3411464383,RTGS
26-10-2022,NEFT Credit - Himalaya Exports,TXN1998,0,20671046,3432135429,RTGS
27-10-2022,RTGS Payment - Kolkata Packaging Co,TXN1999,3927191,0,3428208238,RTGS
28-10-2022,Electricity Bill - MSEDCL,ELEC202210,350023,0,3427858215,NEFT
31-10-2022,NEFT Credit - Horizon Corp Ltd,TXN2001,0,18436651,3446294866,RTGS
01-11-2022,Rent Payment - Factory Premises,RNT202211,500000,0,3445794866,NEFT
02-11-2022,NEFT Credit - Pioneer Mfg Ltd,TXN2003,0,18039143,3463834009,RTGS
02-11-2022,NEFT Credit - Apex Corp,TXN2004,0,10810359,3474644368,RTGS
02-11-2022,NEFT Credit - Southern Corp,TXN2005,0,18497343,3493141711,RTGS
03-11-2022,RTGS Payment - Gujarat Raw Materials Ltd,TXN2006,9480815,0,3483660896,RTGS
03-11-2022,RTGS Payment - Gujarat Raw Materials Ltd,TXN2007,9171393,0,3474489503,RTGS
04-11-2022,NEFT Credit - Delta Traders,TXN2010,0,10894270,3502753396,RTGS
04-11-2022,NEFT Credit - Delta Traders,TXN2008,0,11271399,3485760902,RTGS
04-11-2022,NEFT Credit - Prestige Manufacturing,TXN2009,0,6098224,3491859126,RTGS
07-11-2022,Salary Payment - All Staff,SAL202211,3400000,0,3499353396,NEFT
08-11-2022,RTGS Payment - Delhi Logistics Pvt Ltd,TXN2012,18136667,0,3481216729,RTGS
09-11-2022,NEFT Credit - Southern Corp,TXN2013,0,14610477,3495827206,RTGS
11-11-2022,NEFT Credit - Pioneer Mfg Ltd,TXN2014,0,4645241,3500472447,NEFT
14-11-2022,NEFT Credit - Prime Exports,TXN2015,0,19212956,3519685403,RTGS
14-11-2022,NEFT Credit - Himalaya Exports,TXN2016,0,8017109,3527702512,RTGS
16-11-2022,NEFT Credit - Royal Textiles,TXN2017,0,18412567,3546115079,RTGS
16-11-2022,NEFT Credit - Bharat Industries Ltd,TXN2018,0,3536200,3549651279,NEFT
16-11-2022,NEFT Credit - Allied Industries,TXN2019,0,6018375,3555669654,RTGS
17-11-2022,RTGS Payment - Kolkata Packaging Co,TXN2020,6138086,0,3549531568,RTGS
18-11-2022,NEFT Credit - Eastern Exports,TXN2021,0,21069073,3570600641,RTGS
21-11-2022,NEFT Credit - Falcon Enterprises,TXN2023,0,13464957,3597092682,RTGS
21-11-2022,NEFT Credit - Global Exports India,TXN2022,0,13027084,3583627725,RTGS
22-11-2022,RTGS Payment - Gujarat Raw Materials Ltd,TXN2024,6520351,0,3590572331,RTGS
23-11-2022,NEFT Credit - Indus Trading,TXN2025,0,18698187,3609270518,RTGS
23-11-2022,NEFT Credit - Apex Corp,TXN2026,0,7079773,3616350291,RTGS
24-11-2022,RTGS Payment - Bangalore Thread Works,TXN2027,11513490,0,3604836801,RTGS
24-11-2022,RTGS Payment - Gujarat Raw Materials Ltd,TXN2028,13122444,0,3591714357,RTGS
25-11-2022,NEFT Credit - Western Corp,TXN2029,0,11478096,3603192453,RTGS
25-11-2022,NEFT Credit - Himalaya Exports,TXN2030,0,8177639,3611370092,RTGS
25-11-2022,NEFT Credit - Crown Industries,TXN2031,0,17762867,3629132959,RTGS
28-11-2022,Electricity Bill - MSEDCL,ELEC202211,250205,0,3628882754,NEFT
29-11-2022,RTGS Payment - Chennai Chemicals Ltd,TXN2033,12094148,0,3616788606,RTGS
29-11-2022,RTGS Payment - Mumbai Transport Co,TXN2034,5662605,0,3611126001,RTGS
30-11-2022,NEFT Credit - National Traders,TXN2036,0,15459854,3632818582,RTGS
30-11-2022,NEFT Credit - Apex Corp,TXN2037,0,21011625,3653830207,RTGS
30-11-2022,NEFT Credit - Ganges Corp,TXN2035,0,6232727,3617358728,RTGS
01-12-2022,Rent Payment - Factory Premises,RNT202212,500000,0,3653330207,NEFT
02-12-2022,NEFT Credit - National Traders,TXN2039,0,20392987,3673723194,RTGS
02-12-2022,NEFT Credit - Eastern Exports,TXN2040,0,4042306,3677765500,NEFT
02-12-2022,NEFT Credit - Prestige Manufacturing,TXN2041,0,19135115,3696900615,RTGS
05-12-2022,NACH Debit - HDFC Bank Loan Repayment,EMI1202212,1500000,0,3695400615,NEFT
06-12-2022,RTGS Payment - Surat Fabric Traders,TXN2043,9010791,0,3686389824,RTGS
07-12-2022,Salary Payment - All Staff,SAL202212,3400000,0,3682989824,NEFT
07-12-2022,TDS Payment Challan 281,TDS202212,447858,0,3682541966,NEFT
08-12-2022,RTGS Payment - Ludhiana Yarn Mills,TXN2046,2792499,0,3679749467,RTGS
08-12-2022,RTGS Payment - Delhi Logistics Pvt Ltd,TXN2047,15749170,0,3664000297,RTGS
09-12-2022,NEFT Credit - Delta Traders,TXN2048,0,11450843,3675451140,RTGS
12-12-2022,NEFT Credit - Coastal Traders,TXN2050,0,22885435,3705174957,RTGS
12-12-2022,NEFT Credit - Ganges Corp,TXN2049,0,6838382,3682289522,RTGS
12-12-2022,NEFT Credit - Deccan Industries,TXN2051,0,14517473,3719692430,RTGS
13-12-2022,RTGS Payment - Gujarat Raw Materials Ltd,TXN2052,8430597,0,3711261833,RTGS
14-12-2022,NEFT Credit - Silver Oak Ltd,TXN2053,0,9235016,3720496849,RTGS
14-12-2022,NEFT Credit - Southern Corp,TXN2054,0,18950157,3739447006,RTGS
14-12-2022,NEFT Credit - Himalaya Exports,TXN2055,0,19416841,3758863847,RTGS
15-12-2022,Advance Tax Payment,ADVTAX202212,1200000,0,3757663847,NEFT
16-12-2022,NEFT Credit - Sunrise Trading Co,TXN2057,0,7884901,3765548748,RTGS
16-12-2022,NEFT Credit - Apex Corp,TXN2058,0,18717178,3784265926,RTGS
16-12-2022,NEFT Credit - Metro Traders Pvt Ltd,TXN2059,0,13206298,3797472224,RTGS
19-12-2022,NEFT Credit - Metro Traders Pvt Ltd,TXN2060,0,10053096,3807525320,RTGS
20-12-2022,GST Payment - GSTIN MH29AA1234Z,GST202212,743941,0,3806781379,NEFT
21-12-2022,NEFT Credit - Prime Exports,TXN2062,0,13764420,3820545799,RTGS
21-12-2022,NEFT Credit - National Traders,TXN2063,0,16722181,3837267980,RTGS
22-12-2022,RTGS Payment - Kolkata Packaging Co,TXN2064,3134394,0,3834133586,RTGS
22-12-2022,RTGS Payment - Tirupur Cotton Co,TXN2065,13373189,0,3820760397,RTGS
23-12-2022,NEFT Credit - Crown Industries,TXN2066,0,15338065,3836098462,RTGS
26-12-2022,NEFT Credit - Central Trading,TXN2067,0,14497544,3850596006,RTGS
27-12-2022,RTGS Payment - Punjab Suppliers Co,TXN2068,15930740,0,3834665266,RTGS
27-12-2022,RTGS Payment - Delhi Logistics Pvt Ltd,TXN2069,9850827,0,3824814439,RTGS
28-12-2022,Electricity Bill - MSEDCL,ELEC202212,366586,0,3824447853,NEFT
29-12-2022,RTGS Payment - Ludhiana Yarn Mills,TXN2071,9897556,0,3814550297,RTGS
29-12-2022,RTGS Payment - Mumbai Transport Co,TXN2072,8208090,0,3806342207,RTGS
30-12-2022,NEFT Credit - Royal Textiles,TXN2073,0,20054114,3826396321,RTGS
02-01-2023,NEFT Credit - Prime Exports,TXN2074,0,21104006,3847500327,RTGS
02-01-2023,NEFT Credit - Horizon Corp Ltd,TXN2075,0,6451982,3853952309,RTGS
03-01-2023,RTGS Payment - Punjab Suppliers Co,TXN2076,17208778,0,3836743531,RTGS
03-01-2023,RTGS Payment - Bangalore Thread Works,TXN2077,8815114,0,3827928417,RTGS
04-01-2023,NEFT Credit - Crown Industries,TXN2078,0,14458067,3842386484,RTGS
04-01-2023,NEFT Credit - Global Exports India,TXN2079,0,6366666,3848753150,RTGS
04-01-2023,NEFT Credit - Silver Oak Ltd,TXN2080,0,13600030,3862353180,RTGS
05-01-2023,NACH Debit - HDFC Bank Loan Repayment,EMI1202301,2500000,0,3859853180,NEFT
06-01-2023,NEFT Credit - Himalaya Exports,TXN2083,0,17978082,3901731888,RTGS
06-01-2023,NEFT Credit - Diamond Exports Ltd,TXN2082,0,23900626,3883753806,RTGS
09-01-2023,NEFT Credit - Himalaya Exports,TXN2084,0,18575093,3920306981,RTGS
10-01-2023,NACH Debit - Kotak Mahindra Loan A/c,EMI2202301,1800000,0,3918506981,NEFT
11-01-2023,NEFT Credit - Diamond Exports Ltd,TXN2086,0,5101203,3923608184,RTGS
11-01-2023,NEFT Credit - Deccan Industries,TXN2087,0,15509927,3939118111,RTGS
12-01-2023,RTGS Payment - Kolkata Packaging Co,TXN2088,4684617,0,3934433494,RTGS
12-01-2023,RTGS Payment - Punjab Suppliers Co,TXN2089,16390153,0,3918043341,RTGS
13-01-2023,NEFT Credit - National Traders,TXN2090,0,9048263,3927091604,RTGS
13-01-2023,NEFT Credit - Zenith Industries Ltd,TXN2091,0,8470883,3935562487,RTGS
16-01-2023,NEFT Credit - Ganges Corp,TXN2092,0,18382640,3953945127,RTGS
16-01-2023,NEFT Credit - Metro Traders Pvt Ltd,TXN2093,0,7915576,3961860703,RTGS
16-01-2023,NEFT Credit - Apex Corp,TXN2094,0,11598690,3973459393,RTGS
17-01-2023,RTGS Payment - Delhi Logistics Pvt Ltd,TXN2095,15606461,0,3957852932,RTGS
17-01-2023,RTGS Payment - Bangalore Thread Works,TXN2096,3846671,0,3954006261,RTGS
18-01-2023,NEFT Credit - Diamond Exports Ltd,TXN2099,0,6259846,3995205700,RTGS
18-01-2023,NEFT Credit - Pioneer Mfg Ltd,TXN2097,0,18776896,3972783157,RTGS
18-01-2023,NEFT Credit - Delta Traders,TXN2098,0,16162697,3988945854,RTGS
19-01-2023,RTGS Payment - Hyderabad Dye Stuff Co,TXN2100,15072797,0,3980132903,RTGS
20-01-2023,GST Payment - GSTIN MH29AA1234Z,GST202301,1117368,0,3979015535,NEFT
23-01-2023,NEFT Credit - Indus Trading,TXN2102,0,13031276,3992046811,RTGS
23-01-2023,NEFT Credit - Falcon Enterprises,TXN2103,0,7486703,3999533514,RTGS
24-01-2023,RTGS Payment - Ludhiana Yarn Mills,TXN2104,9002736,0,3990530778,RTGS
25-01-2023,NEFT Credit - National Traders,TXN2105,0,16665141,4007195919,RTGS
25-01-2023,NEFT Credit - Prime Exports,TXN2106,0,22526608,4029722527,RTGS
26-01-2023,RTGS Payment - Kolkata Packaging Co,TXN2107,11493875,0,4018228652,RTGS
27-01-2023,NEFT Credit - Himalaya Exports,TXN2110,0,20161943,4062532752,RTGS
27-01-2023,NEFT Credit - Diamond Exports Ltd,TXN2108,0,10879788,4029108440,RTGS
27-01-2023,NEFT Credit - Bharat Industries Ltd,TXN2109,0,13262369,4042370809,RTGS
30-01-2023,NEFT Credit - Global Exports India,TXN2111,0,8234289,4070767041,RTGS
31-01-2023,RTGS Payment - Pune Engineering Works,TXN2112,8553386,0,4062213655,RTGS
01-02-2023,Rent Payment - Factory Premises,RNT202302,600000,0,4061613655,NEFT
02-02-2023,RTGS Payment - Punjab Suppliers Co,TXN2114,13483586,0,4048130069,RTGS
02-02-2023,RTGS Payment - Surat Fabric Traders,TXN2115,14417658,0,4033712411,RTGS
03-02-2023,NEFT Credit - Apex Corp,TXN2116,0,22134841,4055847252,RTGS
03-02-2023,NEFT Credit - Eastern Exports,TXN2117,0,13422941,4069270193,RTGS
03-02-2023,NEFT Credit - Allied Industries,TXN2118,0,13744875,4083015068,RTGS
06-02-2023,NEFT Credit - Himalaya Exports,TXN2119,0,25077662,4108092730,RTGS
07-02-2023,Salary Payment - All Staff,SAL202302,3900000,0,4104192730,NEFT
08-02-2023,NEFT Credit - Northern Exports,TXN2121,0,15809664,4120002394,RTGS
09-02-2023,RTGS Payment - Punjab Suppliers Co,TXN2122,9503782,0,4110498612,RTGS
10-02-2023,NACH Debit - Kotak Mahindra Loan A/c,EMI2202302,1800000,0,4108698612,NEFT
13-02-2023,NEFT Credit - Falcon Enterprises,TXN2124,0,20256625,4128955237,RTGS
14-02-2023,RTGS Payment - Delhi Logistics Pvt Ltd,TXN2125,15138604,0,4113816633,RTGS
16-02-2023,RTGS Payment - Bangalore Thread Works,TXN2127,5652911,0,4101049323,RTGS
16-02-2023,RTGS Payment - Tirupur Cotton Co,TXN2126,7114399,0,4106702234,RTGS
17-02-2023,NEFT Credit - Crown Industries,TXN2128,0,17040031,4118089354,RTGS
20-02-2023,GST Payment - GSTIN MH29AA1234Z,GST202302,1201916,0,4116887438,NEFT
21-02-2023,RTGS Payment - Tirupur Cotton Co,TXN2130,16498309,0,4100389129,RTGS
21-02-2023,RTGS Payment - Ahmedabad Dyes Ltd,TXN2131,5234663,0,4095154466,RTGS
22-02-2023,NEFT Credit - Silver Oak Ltd,TXN2132,0,25233306,4120387772,RTGS
23-02-2023,RTGS Payment - Pune Engineering Works,TXN2133,18390768,0,4101997004,RTGS
24-02-2023,NEFT Credit - National Traders,TXN2134,0,15239997,4117237001,RTGS
24-02-2023,NEFT Credit - Pioneer Mfg Ltd,TXN2135,0,22178673,4139415674,RTGS
24-02-2023,NEFT Credit - Indus Trading,TXN2136,0,23402825,4162818499,RTGS
27-02-2023,NEFT Credit - Coastal Traders,TXN2137,0,8009627,4170828126,RTGS
28-02-2023,Electricity Bill - MSEDCL,ELEC202302,306704,0,4170521422,NEFT
01-03-2023,Rent Payment - Factory Premises,RNT202303,600000,0,4169921422,NEFT
02-03-2023,RTGS Payment - Ahmedabad Dyes Ltd,TXN2140,6926155,0,4162995267,RTGS
03-03-2023,NEFT Credit - Silver Oak Ltd,TXN2143,0,11245527,4197240229,RTGS
03-03-2023,NEFT Credit - Pioneer Mfg Ltd,TXN2141,0,13884726,4176879993,RTGS
03-03-2023,NEFT Credit - Sunrise Trading Co,TXN2142,0,9114709,4185994702,RTGS
06-03-2023,NEFT Credit - National Traders,TXN2144,0,13211079,4210451308,RTGS
06-03-2023,NEFT Credit - Central Trading,TXN2145,0,6326099,4216777407,RTGS
07-03-2023,Salary Payment - All Staff,SAL202303,3900000,0,4212877407,NEFT
07-03-2023,TDS Payment Challan 281,TDS202303,415694,0,4212461713,NEFT
08-03-2023,NEFT Credit - Indus Trading,TXN2148,0,22163170,4234624883,RTGS
09-03-2023,RTGS Payment - Rajasthan Textiles Supply,TXN2149,12921107,0,4221703776,RTGS
09-03-2023,RTGS Payment - Bangalore Thread Works,TXN2150,20660552,0,4201043224,RTGS
10-03-2023,NACH Debit - Kotak Mahindra Loan A/c,EMI2202303,1800000,0,4199243224,NEFT
13-03-2023,NEFT Credit - National Traders,TXN2152,0,25187969,4224431193,RTGS
14-03-2023,RTGS Payment - Bangalore Thread Works,TXN2153,7933901,0,4216497292,RTGS
14-03-2023,Cash Deposit - Branch Counter Andheri,CD2023A,0,1500000,4217997292,CASH
16-03-2023,RTGS Payment - Surat Fabric Traders,TXN2155,14088633,0,4203908659,RTGS
17-03-2023,NEFT Credit - Indus Trading,TXN2158,0,23033231,4236779390,RTGS
17-03-2023,NEFT Credit - Metro Traders Pvt Ltd,TXN2156,0,4632056,4208540715,NEFT
17-03-2023,NEFT Credit - Apex Corp,TXN2157,0,5205444,4213746159,RTGS
20-03-2023,GST Payment - GSTIN MH29AA1234Z,GST202303,977511,0,4235801879,NEFT
21-03-2023,RTGS Payment - Tirupur Cotton Co,TXN2160,16738332,0,4219063547,RTGS
22-03-2023,NEFT Credit - Indus Trading,TXN2161,0,4696226,4223759773,NEFT
22-03-2023,NEFT Credit - Royal Textiles,TXN2162,0,24724132,4248483905,RTGS
22-03-2023,NEFT Credit - Eastern Exports,TXN2163,0,13399767,4261883672,RTGS
23-03-2023,RTGS Payment - Pune Engineering Works,TXN2164,10976739,0,4250906933,RTGS
23-03-2023,RTGS Payment - Tirupur Cotton Co,TXN2165,16386204,0,4234520729,RTGS
24-03-2023,NEFT Credit - Diamond Exports Ltd,TXN2166,0,6128568,4240649297,RTGS
24-03-2023,NEFT Credit - Himalaya Exports,TXN2167,0,5690347,4246339644,RTGS
27-03-2023,NEFT Credit - Diamond Exports Ltd,TXN2168,0,17625951,4263965595,RTGS
28-03-2023,Electricity Bill - MSEDCL,ELEC202303,313471,0,4263652124,NEFT
29-03-2023,NEFT Credit - Bharat Industries Ltd,TXN2171,0,8500721,4287247813,RTGS
29-03-2023,NEFT Credit - Orbit Solutions,TXN2170,0,15094968,4278747092,RTGS
30-03-2023,RTGS Payment - Ahmedabad Dyes Ltd,TXN2172,13474480,0,4273773333,RTGS
30-03-2023,RTGS Payment - Ludhiana Yarn Mills,TXN2173,14348712,0,4259424621,RTGS
31-03-2023,NEFT Credit - Pioneer Mfg Ltd,TXN2174,0,16113265,4275537886,RTGS
31-03-2023,NEFT Credit - National Traders,TXN2175,0,22525887,4298063773,RTGS
03-04-2023,NEFT Credit - Silver Oak Ltd,TXN2176,0,11791376,4309855149,RTGS
04-04-2023,RTGS Payment - Punjab Suppliers Co,TXN2177,11734860,0,4298120289,RTGS
04-04-2023,RTGS Payment - Pune Engineering Works,TXN2178,11078777,0,4287041512,RTGS
05-04-2023,NACH Debit - HDFC Bank Loan Repayment,EMI1202304,2500000,0,4284541512,NEFT
06-04-2023,RTGS Payment - Punjab Suppliers Co,TXN2180,4458031,0,4280083481,RTGS
07-04-2023,Salary Payment - All Staff,SAL202304,3900000,0,4276183481,NEFT
10-04-2023,NACH Debit - Kotak Mahindra Loan A/c,EMI2202304,1800000,0,4274383481,NEFT
11-04-2023,RTGS Payment - Mumbai Transport Co,TXN2183,16790273,0,4257593208,RTGS
11-04-2023,RTGS Payment - Chennai Chemicals Ltd,TXN2184,8118631,0,4249474577,RTGS
12-04-2023,NEFT Credit - Deccan Industries,TXN2186,0,14172971,4286711508,RTGS
12-04-2023,NEFT Credit - Prime Exports,TXN2185,0,23063960,4272538537,RTGS
13-04-2023,RTGS Payment - Tirupur Cotton Co,TXN2187,8106644,0,4278604864,RTGS
14-04-2023,NEFT Credit - National Traders,TXN2188,0,19343716,4297948580,RTGS
14-04-2023,NEFT Credit - Royal Textiles,TXN2189,0,14032900,4311981480,RTGS
17-04-2023,NEFT Credit - Zenith Industries Ltd,TXN2190,0,6701546,4318683026,RTGS
17-04-2023,NEFT Credit - Prestige Manufacturing,TXN2191,0,20639901,4339322927,RTGS
18-04-2023,RTGS Payment - Chennai Chemicals Ltd,TXN2192,9979048,0,4329343879,RTGS
18-04-2023,RTGS Payment - Bangalore Thread Works,TXN2193,14601194,0,4314742685,RTGS
19-04-2023,NEFT Credit - Metro Traders Pvt Ltd,TXN2194,0,13120752,4327863437,RTGS
20-04-2023,GST Payment - GSTIN MH29AA1234Z,GST202304,1218934,0,4326644503,NEFT
21-04-2023,NEFT Credit - Allied Industries,TXN2196,0,19470274,4346114777,RTGS
